test_idx,y_true,seq_to_seq,seq_to_clin,clin_to_seq,clin_to_clin
5069,0,0.020761,0.979239,0.064782,0.935218
1989,1,1.0,0.0,0.0,1.0
1114,1,1.0,0.0,1.0,0.0
2961,1,0.999983,1.7e-05,1.0,0.0
2580,0,1.0,0.0,0.0,1.0
850,1,0.003715,0.996285,0.999999,1e-06
1892,1,1.0,0.0,0.0,1.0
5074,0,0.105407,0.894593,0.258541,0.741459
4175,0,1.0,0.0,1.0,0.0
4330,1,0.999995,5e-06,1.0,0.0
2410,1,1.0,0.0,0.0,1.0
16,0,1.0,0.0,0.0,1.0
1051,1,1.0,0.0,1.0,0.0
431,1,1.0,0.0,0.0,1.0
2600,1,1.0,0.0,1.0,0.0
707,0,0.000173,0.999827,3.5e-05,0.999965
160,1,1.0,0.0,0.0,1.0
102,0,1.0,0.0,0.0,1.0
4803,1,0.999909,9.1e-05,1.0,0.0
3432,1,0.998512,0.001488,1.0,0.0
5897,1,1.0,0.0,0.0,1.0
37,1,1.0,0.0,0.0,1.0
2457,0,1.4e-05,0.999986,0.0,1.0
4561,0,1.0,0.0,0.0,1.0
6092,0,0.272492,0.727508,0.468604,0.531396
4498,1,1.0,0.0,1.0,0.0
3916,1,1.0,0.0,0.0,1.0
2449,1,0.177608,0.822392,1.0,0.0
4521,1,1.0,0.0,1.0,0.0
2152,1,1.0,0.0,0.0,1.0
2709,0,0.000207,0.999793,4.4e-05,0.999956
371,1,1.0,0.0,1.0,0.0
1897,0,1.0,0.0,0.0,1.0
2466,0,6.7e-05,0.999933,8e-06,0.999992
5389,1,1.0,0.0,0.0,1.0
5508,1,0.999999,1e-06,1.0,0.0
71,1,1.0,0.0,1.0,0.0
2847,1,1.0,0.0,0.0,1.0
2126,1,1.0,0.0,1.0,0.0
917,1,1.0,0.0,1.0,0.0
876,1,0.999983,1.7e-05,1.0,0.0
4376,1,1.0,0.0,1.0,0.0
5604,1,0.967075,0.032925,0.999994,6e-06
5868,1,1.0,0.0,0.0,1.0
1299,1,1.0,0.0,1.0,0.0
4114,1,1.0,0.0,1.0,0.0
5119,1,1.0,0.0,0.0,1.0
5844,1,0.999972,2.8e-05,0.0,1.0
6144,1,0.999995,5e-06,1.0,0.0
1370,1,1.0,0.0,1.0,0.0
3340,1,1.0,0.0,0.0,1.0
2861,0,1.0,0.0,0.0,1.0
5553,1,1.0,0.0,1.0,0.0
1668,1,1.0,0.0,1.0,0.0
2368,1,1.0,0.0,1.0,0.0
1407,1,1.0,0.0,1.0,0.0
2216,1,1.0,0.0,1.0,0.0
3351,1,1.0,0.0,1.0,0.0
3450,1,0.999988,1.2e-05,1.0,0.0
4877,1,0.999904,9.6e-05,1.0,0.0
5160,0,0.860924,0.139076,0.860648,0.139352
4199,1,1.0,0.0,1.0,0.0
3119,1,1.0,0.0,0.0,1.0
1438,1,1.0,0.0,1.0,0.0
2925,0,0.917449,0.082551,0.89829,0.10171
6027,0,0.709334,0.290666,0.770859,0.229141
3883,1,1.0,0.0,0.0,1.0
3938,1,1.0,0.0,1.0,0.0
237,1,1.0,0.0,1.0,0.0
2869,0,1.0,0.0,0.0,1.0
5645,0,1.0,0.0,0.0,1.0
973,1,1.0,0.0,1.0,0.0
2846,1,1.0,0.0,1.0,0.0
2242,1,1.0,0.0,1.0,0.0
4042,1,0.999978,2.2e-05,1.0,0.0
4411,1,1.0,0.0,1.0,0.0
1647,1,1.0,0.0,1.0,0.0
5186,1,0.031972,0.968028,0.098011,0.901989
2542,0,2e-06,0.999998,0.0,1.0
1630,1,1.0,0.0,0.0,1.0
5038,1,0.999686,0.000313,1.0,0.0
1753,1,1.0,0.0,1.0,0.0
3082,0,0.891352,0.108648,0.880354,0.119646
5521,1,0.999994,6e-06,1.0,0.0
5806,1,1.0,0.0,1.0,0.0
4827,1,0.999995,5e-06,1.0,0.0
5817,1,6.9e-05,0.999931,0.29967,0.70033
4463,1,1.0,0.0,1.0,0.0
4704,1,0.999993,7e-06,1.0,0.0
1324,1,1.0,0.0,1.0,0.0
1637,0,1.0,0.0,0.0,1.0
2558,0,0.001096,0.998904,0.915001,0.084999
1820,1,1.0,0.0,1.0,0.0
1410,1,1.0,0.0,1.0,0.0
636,1,1.0,0.0,0.0,1.0
5288,1,1.0,0.0,1.0,0.0
4728,1,1.0,0.0,0.0,1.0
4462,1,1.0,0.0,1.0,0.0
1834,1,1.0,0.0,0.0,1.0
1756,1,1.0,0.0,0.0,1.0
1780,1,1.0,0.0,1.0,0.0
1614,0,1.0,0.0,0.0,1.0
6174,1,0.99995,5e-05,1.0,0.0
1420,1,1.0,0.0,1.0,0.0
2958,1,0.464492,0.535508,0.99999,1e-05
6200,1,0.999976,2.4e-05,1.0,0.0
2019,1,1.0,0.0,0.0,1.0
1257,1,1.0,0.0,0.0,1.0
4397,1,1.0,0.0,1.0,0.0
1200,1,1.0,0.0,1.0,0.0
773,1,1.0,0.0,1.0,0.0
4907,1,1.0,0.0,1.0,0.0
1673,1,1.0,0.0,1.0,0.0
580,0,0.000157,0.999843,3e-05,0.99997
5287,1,1.0,0.0,1.0,0.0
4182,1,1.0,0.0,1.0,0.0
3242,0,1.0,0.0,0.0,1.0
2351,1,1.0,0.0,1.0,0.0
5668,1,1.0,0.0,0.0,1.0
2012,1,1.0,0.0,1.0,0.0
5345,1,1.0,0.0,1.0,0.0
2774,0,9.1e-05,0.999909,1.3e-05,0.999987
1190,1,1.0,0.0,1.0,0.0
1297,1,1.0,0.0,1.0,0.0
1898,1,1.0,0.0,0.0,1.0
2369,1,1.0,0.0,1.0,0.0
1665,1,1.0,0.0,1.0,0.0
1696,1,1.0,0.0,0.0,1.0
5532,1,1.0,0.0,1.0,0.0
5124,1,1.0,0.0,0.0,1.0
2770,1,1.0,0.0,0.0,1.0
635,1,0.999999,1e-06,1.0,0.0
3244,0,1.0,0.0,0.0,1.0
4815,1,1.0,0.0,1.0,0.0
225,1,1.0,0.0,0.997752,0.002248
93,1,1.0,0.0,0.0,1.0
4599,1,1.0,0.0,1.0,0.0
3081,0,0.898445,0.101555,0.885313,0.114687
2148,1,1.0,0.0,0.0,1.0
3989,1,0.99997,3e-05,1.0,0.0
4,0,1.0,0.0,0.0,1.0
5010,1,0.999904,9.6e-05,1.0,0.0
3239,1,1.0,0.0,0.0,1.0
2099,1,1.0,0.0,0.0,1.0
2359,1,0.99996,4e-05,1.0,0.0
1827,0,1.0,0.0,0.0,1.0
2538,0,1.0,0.0,1.7e-05,0.999983
2383,1,1.0,0.0,0.0,1.0
4522,1,0.999976,2.4e-05,1.0,0.0
1692,1,1.0,0.0,0.0,1.0
5048,1,1.0,0.0,0.0,1.0
5049,1,3e-06,0.999997,0.000922,0.999078
4714,1,0.999998,2e-06,1.0,0.0
5963,1,1.0,0.0,1.0,0.0
5487,1,1.0,0.0,1.0,0.0
67,1,1.0,0.0,1.0,0.0
532,0,1.0,0.0,0.0,1.0
1469,1,1.0,0.0,1.0,0.0
2391,1,1.0,0.0,1.0,0.0
4687,1,1.0,0.0,1.0,0.0
619,1,1.0,0.0,0.0,1.0
35,1,1.0,0.0,1.0,0.0
997,1,1.0,0.0,1.0,0.0
2685,1,1.0,0.0,0.0,1.0
3494,1,1.0,0.0,1.0,0.0
3247,0,1.0,0.0,0.0,1.0
5386,1,0.999993,7e-06,1.0,0.0
2031,1,1.0,0.0,1.0,0.0
4859,1,0.999967,3.3e-05,1.0,0.0
5738,1,1.0,0.0,1.0,0.0
1835,1,1.0,0.0,0.999999,1e-06
4647,1,0.999979,2.1e-05,1.0,0.0
5052,1,9.9e-05,0.999901,0.998866,0.001134
3128,1,0.999948,5.2e-05,1.0,0.0
4156,1,1.0,0.0,1.0,0.0
5273,1,0.999998,2e-06,1.0,0.0
4276,1,1.0,0.0,0.0,1.0
259,1,1.0,0.0,1.0,0.0
1367,1,1.0,0.0,5e-06,0.999995
302,0,2e-06,0.999998,0.0,1.0
2948,1,1e-06,0.999999,0.0,1.0
4116,1,1.0,0.0,1.0,0.0
2938,0,0.937237,0.062763,0.912939,0.087061
2829,1,1.0,0.0,0.999999,1e-06
47,1,1.0,0.0,1.0,0.0
3667,1,0.993607,0.006393,1.0,0.0
2552,0,0.000157,0.999843,0.0,1.0
4275,1,0.999993,7e-06,1.0,0.0
5906,1,1.0,0.0,0.0,1.0
3906,1,0.999962,3.8e-05,1.0,0.0
1345,1,1.0,0.0,0.0,1.0
1977,1,1.0,0.0,1.0,0.0
2255,1,1.0,0.0,1.0,0.0
4748,1,1.0,0.0,1.0,0.0
4189,1,0.999996,4e-06,1.0,0.0
5810,1,1.0,0.0,0.0,1.0
474,0,1.0,0.0,0.0,1.0
2077,1,1.0,0.0,1.0,0.0
5168,0,0.032044,0.967956,0.098221,0.901779
4832,1,1.0,0.0,1.0,0.0
4969,1,0.99998,2e-05,1.0,0.0
987,1,1.0,0.0,0.0,1.0
4435,1,1.0,0.0,1.0,0.0
1853,1,1.0,0.0,1.0,0.0
2994,1,0.999993,7e-06,1.0,0.0
5181,0,0.031993,0.968007,0.098072,0.901928
2499,1,1.0,0.0,1.0,0.0
3107,1,0.635549,0.364451,1.0,0.0
2303,1,1.0,0.0,1.0,0.0
5348,1,1.0,0.0,1.0,0.0
3457,1,1.0,0.0,1.0,0.0
5430,0,0.007198,0.992802,0.020024,0.979976
5786,0,1.0,0.0,0.0,1.0
605,1,0.057719,0.942281,0.997944,0.002056
5828,0,0.048422,0.951578,0.0,1.0
2165,1,1.0,0.0,1.0,0.0
1249,1,1.0,0.0,1.0,0.0
4078,1,0.998024,0.001976,1.0,0.0
2824,1,0.465104,0.534896,0.002316,0.997684
5245,0,1.0,0.0,0.0,1.0
4253,1,1.0,0.0,1.0,0.0
4986,1,0.999887,0.000113,1.0,0.0
3356,1,1.0,0.0,1.0,0.0
4944,1,0.999994,6e-06,1.0,0.0
1333,1,1.0,0.0,1.0,0.0
31,1,1.0,0.0,1.0,0.0
4168,1,0.999979,2.1e-05,1.0,0.0
959,1,1.0,0.0,1.0,0.0
180,1,1.0,0.0,1.0,0.0
3228,1,1.0,0.0,1.0,0.0
4752,1,1.0,0.0,0.0,1.0
5228,1,1.0,0.0,1.0,0.0
2612,1,1.0,0.0,1.0,0.0
5780,0,0.142774,0.857225,0.317272,0.682728
3419,1,1.0,0.0,0.0,1.0
3894,1,1.0,0.0,0.0,1.0
3000,1,1.0,0.0,1.0,0.0
3313,1,0.999981,1.9e-05,1.0,0.0
5121,1,0.844624,0.155376,0.0,1.0
6138,1,1.0,0.0,1.0,0.0
2510,1,1.0,0.0,1.0,0.0
3402,1,0.999964,3.6e-05,1.0,0.0
1023,1,1.0,0.0,1.0,0.0
2405,0,1.0,0.0,0.0,1.0
778,1,1.0,0.0,0.0,1.0
2219,1,1.0,0.0,1.0,0.0
4921,1,0.999992,8e-06,1.0,0.0
2653,1,1.0,0.0,1.0,0.0
6139,1,1.0,0.0,1.0,0.0
591,1,1.0,0.0,1.0,0.0
5946,1,0.999994,6e-06,1.0,0.0
966,1,1.0,0.0,0.999999,1e-06
3206,1,0.997757,0.002243,1.0,0.0
1798,1,1.0,0.0,1.0,0.0
3004,1,0.999957,4.3e-05,1.0,0.0
1661,1,1.0,0.0,1.0,0.0
3524,1,1.0,0.0,1.0,0.0
578,0,0.308021,0.691979,0.186094,0.813905
5573,1,1.0,0.0,1.0,0.0
4135,1,1.0,0.0,0.0,1.0
660,1,0.727562,0.272438,1.0,0.0
5077,0,0.109289,0.890711,0.06982,0.93018
3927,1,0.999993,7e-06,1.0,0.0
2821,0,1.2e-05,0.999988,0.0,1.0
561,0,1.0,0.0,0.0,1.0
1128,1,1.0,0.0,1.0,0.0
2477,0,1.0,0.0,0.0,1.0
3855,1,1.0,0.0,0.0,1.0
203,0,1.5e-05,0.999985,0.0,1.0
3428,1,1.0,0.0,1.0,0.0
6142,1,0.999928,7.2e-05,1.0,0.0
1230,1,1.0,0.0,1.0,0.0
1689,1,1.0,0.0,1.0,0.0
61,1,1.0,0.0,1.0,0.0
4231,1,1.0,0.0,1.0,0.0
4578,1,0.999999,1e-06,1.0,0.0
2282,1,0.998184,0.001816,1.0,0.0
995,1,1.0,0.0,1.0,0.0
5034,1,0.997479,0.002521,1.0,0.0
1743,1,1.0,0.0,0.0,1.0
732,0,0.000209,0.999791,4.5e-05,0.999955
2380,1,1.0,0.0,1.0,0.0
2892,0,1.0,0.0,0.0,1.0
906,1,1.0,0.0,0.0,1.0
1757,1,1.0,0.0,1.0,0.0
348,1,1.0,0.0,0.0,1.0
3845,0,1.0,0.0,0.0,1.0
5682,1,1.0,0.0,0.0,1.0
5540,1,0.999994,6e-06,1.0,0.0
1624,1,1.0,0.0,1.0,0.0
2265,1,1.0,0.0,1.0,0.0
6024,0,0.84943,0.15057,0.853048,0.146952
4790,1,1.0,0.0,1.0,0.0
2951,1,1.0,0.0,0.0,1.0
2565,0,0.999995,5e-06,0.0,1.0
3342,1,1.0,0.0,1.0,0.0
4941,1,1.0,0.0,1.0,0.0
3806,1,1.0,0.0,1.0,0.0
2564,1,0.999995,5e-06,0.0,1.0
456,1,0.000589,0.999411,0.99962,0.00038
3690,1,1.0,0.0,0.0,1.0
2667,1,1.0,0.0,1.0,0.0
1186,1,1.0,0.0,1.0,0.0
3135,1,1.0,0.0,0.0,1.0
1092,1,1.0,0.0,0.0,1.0
1381,1,1.0,0.0,0.012267,0.987733
5251,1,0.999948,5.2e-05,1.0,0.0
926,1,1.0,0.0,1.0,0.0
2325,1,1.0,0.0,1.0,0.0
3126,1,1.0,0.0,1.0,0.0
5229,1,1.0,0.0,0.0,1.0
902,1,1.0,0.0,1.0,0.0
2590,1,1.0,0.0,1.0,0.0
464,1,1.0,0.0,0.0,1.0
1250,1,1.0,0.0,1.0,0.0
5688,1,0.999996,4e-06,1.0,0.0
6145,1,1.0,0.0,1.0,0.0
4797,1,1.0,0.0,1.0,0.0
3826,1,1.0,0.0,0.0,1.0
3102,1,0.999982,1.8e-05,1.0,0.0
5203,1,1.0,0.0,1.0,0.0
5416,0,0.0562,0.9438,0.159954,0.840046
5461,1,0.99999,1e-05,1.0,0.0
3534,0,1.0,0.0,0.0,1.0
1907,1,1.0,0.0,1.0,0.0
5598,1,1e-06,0.999999,0.0,1.0
2599,1,1.0,0.0,1.0,0.0
801,1,1.0,0.0,0.0,1.0
3676,1,0.999997,3e-06,1.0,0.0
871,1,1.0,0.0,1.0,0.0
5610,0,0.329254,0.670746,0.520626,0.479374
2490,1,0.000942,0.999058,0.684608,0.315392
297,0,2e-06,0.999998,0.0,1.0
5005,1,0.999973,2.7e-05,1.0,0.0
1658,1,1.0,0.0,1.0,0.0
3377,1,1.0,0.0,0.0,1.0
151,0,1.0,0.0,0.0,1.0
2232,1,1.0,0.0,1.0,0.0
3625,1,1.0,0.0,1.0,0.0
5162,0,0.032095,0.967905,0.098372,0.901628
676,1,1.0,0.0,1.0,0.0
351,1,1.0,0.0,0.0,1.0
4767,1,1.0,0.0,1.0,0.0
122,1,1.0,0.0,0.0,1.0
1467,1,1.0,0.0,1.0,0.0
905,1,1.0,0.0,1.0,0.0
1552,1,1.0,0.0,0.999999,1e-06
4935,1,1.0,0.0,1.0,0.0
3846,1,1.0,0.0,0.0,1.0
5672,1,1.0,0.0,1.0,0.0
5894,1,0.999977,2.3e-05,1.0,0.0
3127,1,1.0,0.0,0.0,1.0
5631,0,0.025518,0.974482,0.347662,0.652338
4414,1,0.996253,0.003747,1.0,0.0
5243,1,0.999948,5.2e-05,1.0,0.0
2940,0,0.937231,0.062769,0.912934,0.087066
1273,1,1.0,0.0,1.0,0.0
4761,1,1.0,0.0,0.0,1.0
376,1,1.0,0.0,0.0,1.0
5316,1,1.0,0.0,0.0,1.0
3624,1,0.999997,3e-06,1.0,0.0
4643,1,1.0,0.0,0.0,1.0
5375,1,1.0,0.0,1.0,0.0
5728,1,0.999922,7.8e-05,1.0,0.0
946,1,1.0,0.0,1.0,0.0
1223,1,1.0,0.0,1.0,0.0
2852,1,1.0,0.0,1.0,0.0
2124,1,1.0,0.0,1.0,0.0
6081,0,0.273043,0.726957,0.469189,0.530811
5385,1,0.999972,2.8e-05,1.0,0.0
672,1,1.0,0.0,0.0,1.0
2759,1,1.0,0.0,0.0123,0.9877
5155,0,0.861084,0.138916,0.860761,0.139239
138,1,1.0,0.0,0.0,1.0
4766,1,1.0,0.0,0.0,1.0
1963,0,1.0,0.0,0.033275,0.966725
1254,1,1.0,0.0,1.0,0.0
4065,1,0.997455,0.002545,1.0,0.0
52,1,1.0,0.0,0.0,1.0
5709,0,1.0,0.0,0.0,1.0
3278,1,0.999992,8e-06,1.0,0.0
3358,1,0.999998,2e-06,1.0,0.0
5695,1,0.597624,0.402376,0.999995,5e-06
260,1,1.0,0.0,0.999998,2e-06
1379,1,1.0,0.0,0.0,1.0
1079,1,1.0,0.0,1.0,0.0
3771,1,0.999998,2e-06,1.0,0.0
3044,0,1.0,0.0,0.0,1.0
2025,1,1.0,0.0,1.0,1e-06
769,1,1.0,0.0,1.0,0.0
928,1,1.0,0.0,1.0,0.0
4970,1,1.0,0.0,1.0,0.0
925,1,1.0,0.0,1.0,0.0
3682,1,1.0,0.0,0.0,1.0
460,1,0.999985,1.5e-05,1.0,0.0
4282,1,0.999973,2.7e-05,1.0,0.0
723,0,0.000173,0.999827,3.5e-05,0.999965
395,0,0.966376,0.033624,0.0,1.0
3352,1,0.999995,5e-06,1.0,0.0
2963,1,1.0,0.0,0.0,1.0
2357,1,1.0,0.0,0.0,1.0
2355,1,1.0,0.0,1.0,0.0
724,0,0.000173,0.999827,3.5e-05,0.999965
1241,1,1.0,0.0,0.0,1.0
2485,0,5e-06,0.999995,0.0,1.0
5950,1,1.0,0.0,1.0,0.0
1910,1,1.0,0.0,1.0,0.0
3673,1,0.999999,1e-06,1.0,0.0
4686,1,1.0,0.0,1.0,0.0
4543,1,0.999993,7e-06,1.0,0.0
3218,1,1.0,0.0,1.0,0.0
5659,0,0.263175,0.736825,0.460156,0.539844
2159,1,1.0,0.0,1.0,0.0
1274,1,1.0,0.0,1e-06,0.999999
483,1,1.0,0.0,0.0,1.0
1833,1,1.0,0.0,0.0,1.0
40,1,1.0,0.0,1.0,0.0
2326,1,1.0,0.0,1.0,0.0
1096,0,1.0,0.0,0.0,1.0
2353,1,1.0,0.0,1.0,0.0
3578,0,0.023538,0.976462,0.073285,0.926715
4988,1,0.999999,1e-06,1.0,0.0
1167,1,1.0,0.0,1.0,0.0
1227,1,1.0,0.0,1.0,0.0
2721,0,0.000119,0.999881,1.9e-05,0.999981
4682,1,1.0,0.0,1.0,0.0
600,1,1.0,0.0,1.0,0.0
4379,1,0.9999,0.0001,1.0,0.0
227,1,0.929384,0.070616,1.0,0.0
4610,1,1.0,0.0,0.0,1.0
4885,1,1.0,0.0,1.0,0.0
3144,1,1.0,0.0,1.0,0.0
2825,1,1.0,0.0,1.0,0.0
2977,1,1.0,0.0,1.0,0.0
4040,1,1.0,0.0,1.0,0.0
5643,0,0.263509,0.736491,0.460519,0.539481
4087,1,0.989976,0.010024,1.0,0.0
1905,1,1.0,0.0,0.0,1.0
3287,1,1.0,0.0,1.0,0.0
4364,1,1.0,0.0,1.0,0.0
291,0,3e-06,0.999997,0.0,1.0
505,0,1.0,0.0,0.0,1.0
159,1,1.0,0.0,0.0,1.0
2870,0,1.0,0.0,0.0,1.0
6220,0,0.957205,0.042795,0.928991,0.071009
5099,0,0.009836,0.990164,0.0,1.0
829,0,4.4e-05,0.999956,4e-06,0.999996
5188,1,0.999985,1.5e-05,0.0,1.0
5360,1,0.99999,1e-05,1.0,0.0
6106,1,0.002716,0.997284,0.999695,0.000305
1948,1,1.0,0.0,1.0,0.0
25,1,1.0,0.0,1.0,0.0
589,1,0.000157,0.999843,3e-05,0.99997
5778,0,0.142947,0.857053,0.317547,0.682453
4613,1,0.999994,6e-06,1.0,0.0
1269,1,1.0,0.0,1.0,0.0
2856,1,1.0,0.0,1.0,0.0
3193,0,0.000404,0.999596,0.0,1.0
4945,1,1.0,0.0,0.0,1.0
1784,1,1.0,0.0,1.0,0.0
1542,1,1.0,0.0,1.0,0.0
5635,0,0.263819,0.736181,0.460856,0.539144
2705,0,0.000207,0.999793,4.4e-05,0.999956
4323,1,0.99998,2e-05,1.0,0.0
1856,1,1.0,0.0,1.0,0.0
1451,1,1.0,0.0,1.0,0.0
1832,1,1.0,0.0,1.0,0.0
848,1,0.930536,0.069464,0.999972,2.8e-05
869,1,0.999999,1e-06,0.957834,0.042166
3123,1,0.834176,0.165824,1.0,0.0
2129,1,1.0,0.0,1.0,0.0
1468,1,1.0,0.0,1.0,0.0
3250,1,0.999894,0.000106,1.0,0.0
1701,1,1.0,0.0,1.0,0.0
4106,1,1.0,0.0,1.0,0.0
